i638	00097551-a	1
i639	00097734-a	1
i640	00097966-a	1
i642	00098210-a	1
i643	00098368-a	1
i644	00098479-a	1
i645	00098677-a	1
i646	00098953-a	1
i647	00099017-a	1
i648	00099087-a	1
i649	00099199-a	1
i650	00099349-a	1
i651	00099691-a	1
i652	00099892-a	1
i653	00100031-a	1
i654	00100176-a	1
i655	00100292-a	1
i656	00100550-a	1
i657	00100720-a	1
i658	00100903-a	1
i659	00101127-a	1
i662	00101251-a	1
i663	00101486-a	1
i664	00101635-a	1
i665	00101935-a	1
i666	00102058-a	1
i667	00102177-a	1
i668	00102275-a	1
i669	00102506-a	1
i670	00102603-a	1
i671	00102731-a	1
i672	00102861-a	1
i673	00102987-a	1
i674	00103370-a	1
i675	00103488-a	1
i676	00103583-a	1
i677	00103715-a	1
i679	00103958-a	1
i680	00104163-a	1
i681	00104268-a	1
i682	00104365-a	1
i683	00104483-a	1
i684	00104623-a	1
i688	00104697-a	1
i689	00104805-a	1
i690	00104945-a	1
i691	00105084-a	1
i692	00105218-a	1
i693	00105348-a	1
i694	00105479-a	1
i695	00105590-a	1
i696	00105708-a	1
i697	00105819-a	1
i698	00105939-a	1
i1062	00106170-a	0.5
i5657	00106170-a	0.5
i699	00106233-a	1
i700	00106337-a	1
i701	00106458-a	1
i702	00106587-a	1
i703	00106778-a	1
i704	00106873-a	1
i705	00107065-a	1
i706	00107116-a	1
i707	00107337-a	1
i709	00107634-a	1
i710	00107807-a	1
i711	00108001-a	1
i712	00108077-a	1
i713	00108159-a	1
i714	00108356-a	1
i715	00108442-a	1
i13249	00108618-a	0.5
i13282	00108618-a	0.5
i716	00108682-a	1
i717	00108757-a	1
i718	00108890-a	1
i719	00108967-a	1
i720	00109092-a	1
i721	00109483-a	1
i737	00109584-a	1
i723	00109868-a	1
i724	00109963-a	1
i725	00110177-a	1
i738	00110504-a	1
i727	00110688-a	1
i728	00110870-a	1
i5094	00111228-a	1
i729	00111352-a	1
i730	00111472-a	1
i731	00111633-a	1
i732	00111830-a	1
i9377	00111918-a	1
i733	00112059-a	1
i735	00112155-a	1
i736	00112295-a	1
i739	00112435-a	1
i740	00112541-a	1
i741	00112773-a	1
i742	00112882-a	1
i743	00112994-a	1
i7068	00113197-a	0.5
i15210	00113197-a	0.5
i4724	00113251-a	1
i744	00113409-a	1
i4713	00113623-a	0.991
i7067	00113723-a	0.5
i15479	00113723-a	0.5
i745	00113777-a	1
i746	00113925-a	1
i747	00114026-a	1
i748	00114096-a	1
i749	00114216-a	1
i750	00114294-a	1
i751	00114368-a	1
i752	00114554-a	1
i753	00114659-a	1
i754	00114996-a	1
i755	00115105-a	1
i756	00115209-a	1
i756	00115353-a	1
i757	00115467-a	1
i758	00115580-a	1
i759	00115673-a	1
i760	00115798-a	1
i761	00115890-a	1
i762	00115962-a	1
i763	00116091-a	1
i764	00116147-a	1
i764	00116246-a	1
i765	00116307-a	1
i765	00116408-a	1
i766	00116459-a	1
i767	00116596-a	1
i768	00116660-a	1
i769	00116781-a	1
i770	00116837-a	1
i771	00116976-a	1
i773	00117031-a	1
i774	00117101-a	1
i775	00117156-a	1
i776	00117363-a	1
i778	00117498-a	1
i779	00117554-a	1
i781	00117633-a	1
i782	00117809-a	1
i783	00117939-a	1
i784	00118071-a	1
i785	00118185-a	1
i789	00118419-a	1
i790	00118492-a	1
i792	00118596-a	1
i794	00118773-a	1
i796	00118869-a	1
i797	00118962-a	1
i798	00119059-a	1
i799	00119210-a	1
i800	00119279-a	1
i802	00119450-a	1
i804	00119563-a	1
i328	00119857-a	1
i4236	00119965-a	0.268
i13665	00119965-a	0.732
i805	00120192-a	1
i806	00120508-a	1
i807	00120682-a	1
i810	00120925-a	1
i812	00121109-a	1
i6707	00121321-a	0.333
i10172	00121321-a	0.333
i11986	00121321-a	0.333
i8961	00121401-a	1
i4572	00121469-a	0.322
i9855	00121469-a	0.461
i11962	00121469-a	0.217
i814	00121581-a	1
i830	00121901-a	1
i815	00122026-a	1
i7018	00122227-a	1
i816	00122316-a	1
i817	00122431-a	1
i818	00122600-a	1
i819	00123060-a	1
i820	00123155-a	1
i821	00123309-a	1
i822	00123422-a	1
i823	00123522-a	1
i824	00123702-a	1
i825	00123997-a	1
i826	00124237-a	1
i827	00124349-a	1
i829	00124562-a	1
i830	00124694-a	1
i831	00124781-a	1
i832	00124877-a	1
i833	00124953-a	1
i834	00125050-a	1
i2976	00125318-a	1
i836	00125404-a	1
i835	00125725-a	1
i837	00125832-a	1
i838	00126032-a	1
i839	00126124-a	1
i840	00126303-a	1
i841	00126789-a	1
i842	00126919-a	1
i843	00127117-a	1
i844	00127427-a	1
i845	00127544-a	1
i846	00127736-a	1
i848	00127907-a	1
i849	00127976-a	1
i850	00128147-a	1
i851	00128265-a	1
i852	00128341-a	1
i853	00128526-a	1
i855	00128637-a	1
i8118	00128731-a	1
i856	00128783-a	1
i2913	00128930-a	1
i857	00129049-a	1
i8123	00129128-a	1
i858	00129182-a	1
i859	00129396-a	1
i869	00129475-a	0.5
i8018	00129475-a	0.5
i860	00129528-a	1
i11486	00129663-a	1
i861	00129726-a	1
i862	00129827-a	1
i11487	00129930-a	1
i863	00130208-a	1
i2914	00130298-a	0.847
i5816	00130298-a	0.153
i5015	00130388-a	1
i864	00130458-a	1
i865	00130686-a	1
i866	00130917-a	1
i867	00131110-a	1
i868	00131245-a	1
i869	00131363-a	1
i8119	00131468-a	1
i870	00131570-a	1
i871	00131693-a	1
i872	00131814-a	1
i873	00131922-a	1
i875	00132009-a	1
i876	00132164-a	1
i877	00132363-a	1
i878	00132485-a	1
i880	00132691-a	1
i8382	00132822-a	1
i882	00132910-a	1
i1807	00133077-a	1
i884	00133167-a	1
i883	00133283-a	1
i885	00133347-a	1
i887	00133530-a	1
i888	00133699-a	1
i889	00133879-a	1
i890	00134247-a	1
i891	00134311-a	1
i893	00134405-a	1
i3556	00134572-a	0.333
i10282	00134572-a	0.333
i13391	00134572-a	0.333
i894	00134740-a	1
i895	00134976-a	1
i896	00135182-a	1
i897	00135302-a	1
i898	00135429-a	1
i899	00135570-a	1
i1722	00135694-a	0.333
i6528	00135694-a	0.333
i9587	00135694-a	0.333
i900	00135774-a	1
i906	00136201-a	1
i921	00136503-a	1
i901	00136632-a	1
i902	00136956-a	1
i905	00137097-a	1
i903	00137303-a	1
i904	00137436-a	1
i1199	00137549-a	1
i908	00137649-a	1
i8695	00137976-a	1
i910	00138086-a	1
i911	00138193-a	1
i912	00138283-a	1
i913	00138429-a	1
i914	00138519-a	1
i4448	00138810-a	1
i8700	00138934-a	1
i915	00139003-a	1
i924	00139107-a	1
i916	00139338-a	1
i1220	00139447-a	1
i917	00139541-a	1
i918	00139668-a	1
i919	00139890-a	1
i926	00140029-a	1
i927	00140187-a	1
i930	00140751-a	1
i931	00140843-a	1
i932	00141046-a	1
i933	00141186-a	1
i934	00141398-a	1
i935	00141569-a	1
i936	00141806-a	1
i937	00141876-a	1
i8812	00142087-a	1
i939	00142137-a	1
i941	00142230-a	1
i942	00142516-a	1
i943	00142604-a	1
i944	00142708-a	1
i946	00142848-a	1
i947	00142966-a	1
i948	00143018-a	1
i949	00143209-a	1
i950	00143377-a	1
i951	00143567-a	1
i957	00143731-a	1
i953	00143865-a	1
i954	00144076-a	1
i956	00144193-a	1
i957	00144374-a	1
i958	00144681-a	1
i959	00144780-a	1
i960	00144925-a	1
i961	00145188-a	1
i962	00145299-a	1
i963	00145498-a	1
i964	00145722-a	1
i965	00145877-a	1
i966	00145990-a	1
i967	00146154-a	1
i968	00146319-a	1
i969	00146457-a	1
i8944	00146567-a	1
i970	00146703-a	1
i971	00146931-a	1
i972	00147079-a	1
i973	00147216-a	1
i974	00147375-a	1
i974	00147553-a	1
i975	00147768-a	1
i974	00147963-a	1
i975	00148125-a	1
i976	00148275-a	1
i977	00148389-a	1
i979	00148464-a	1
i980	00148567-a	1
i981	00148798-a	0.999
i982	00148895-a	1
i983	00149010-a	1
i984	00149176-a	1
i985	00149268-a	1
i988	00149397-a	1
i989	00149515-a	1
i990	00149612-a	1
i991	00149864-a	0.605
i999	00149864-a	0.35
i992	00150004-a	1
i1001	00150086-a	0.875
i995	00150306-a	1
i996	00150441-a	1
i997	00150661-a	1
i1003	00150782-a	1
i1004	00150856-a	1
i4286	00150923-a	1
i1006	00151086-a	1
i1007	00151232-a	1
i1008	00151289-a	1
i1007	00151451-a	1
i1009	00151591-a	1
i1010	00151770-a	1
i1012	00151844-a	0.994
i1013	00151920-a	1
i1014	00151988-a	1
i1015	00152124-a	1
i6780	00152340-a	1
i1017	00152419-a	1
i1018	00152532-a	1
i1021	00152635-a	1
i1022	00152749-a	1
i1023	00152839-a	1
i3186	00152894-a	0.5
i13986	00152894-a	0.5
i1024	00152950-a	1
i1025	00153131-a	1
i1026	00153267-a	1
i10834	00153359-a	1
i1027	00153638-a	1
i3182	00153753-a	1
i1030	00153928-a	0.522
i9595	00153928-a	0.478
i1031	00154000-a	1
i1032	00154325-a	1
i1031	00154550-a	1
i1034	00154867-a	1
i1037	00155067-a	1
i1038	00155359-a	1
i1039	00155472-a	1
i1040	00155773-a	1
i1041	00156243-a	1
i1042	00156747-a	1
i1043	00156834-a	1
i1044	00157031-a	1
i1045	00157157-a	1
i1046	00157323-a	1
i1047	00157576-a	1
i1050	00157687-a	1
i1051	00157779-a	1
i1052	00157976-a	1
i1053	00158096-a	1
i1054	00158216-a	1
i1055	00158433-a	1
i1056	00158551-a	1
i1057	00158623-a	1
i1058	00158733-a	1
i1059	00158862-a	1
i13820	00159074-a	1
i1060	00159128-a	1
i1061	00159246-a	1
i705	00159399-a	1
i1062	00159450-a	1
i1063	00159722-a	1
i1064	00159962-a	1
i1094	00160098-a	1
i1065	00160212-a	1
i1066	00160340-a	1
i1068	00160532-a	1
i1069	00160607-a	1
i1071	00160994-a	1
i9305	00161205-a	0.9
i1072	00161349-a	1
i1073	00161486-a	1
i1074	00161584-a	1
i1075	00161658-a	1
i1078	00161780-a	1
i1079	00161898-a	1
i1080	00162027-a	1
i1081	00162122-a	1
i1082	00162508-a	1
i1083	00162588-a	1
i1084	00162743-a	1
i1085	00162877-a	1
i397	00162996-a	0.2
i6186	00162996-a	0.2
i9990	00162996-a	0.2
i10000	00162996-a	0.2
i10002	00162996-a	0.2
i1086	00163049-a	1
i1087	00163192-a	1
i1088	00163268-a	1
i1089	00163347-a	1
i1090	00163434-a	1
i1092	00163537-a	1
i1091	00163605-a	1
i1093	00163725-a	1
i1094	00163794-a	1
i1095	00164052-a	1
i1096	00164163-a	1
i1097	00164299-a	1
i5535	00164478-a	0.203
i5559	00164478-a	0.235
i6595	00164478-a	0.22
i6635	00164478-a	0.171
i10676	00164478-a	0.171
i5560	00164616-a	1
i1098	00164720-a	1
i1099	00164862-a	1
i1100	00165051-a	1
i4471	00165248-a	0.5
i7051	00165248-a	0.5
i1101	00165302-a	1
i1102	00165495-a	1
i1103	00165696-a	1
i1104	00165795-a	1
i1105	00165947-a	1
i1106	00166198-a	1
i1107	00166383-a	1
i1108	00166507-a	1
i1109	00166585-a	1
i1110	00166697-a	1
i14323	00166766-a	1
i13616	00166974-a	1
i13616	00167059-a	1
i1111	00167286-a	1
i1112	00167438-a	1
i1113	00167528-a	1
i1114	00167676-a	1
i1115	00167823-a	1
i1120	00167922-a	1
i1121	00168002-a	1
i1122	00168159-a	1
i1123	00168262-a	1
i1124	00168340-a	1
i1125	00168414-a	1
i1126	00168505-a	1
i1127	00168603-a	1
i7715	00168682-a	1
i7720	00168837-a	1
i1128	00168915-a	1
i1131	00169056-a	1
i1133	00169145-a	1
i1134	00169266-a	1
i1135	00169422-a	1
i1136	00169541-a	1
i1137	00169676-a	1
i1138	00169746-a	1
i1139	00169853-a	1
i1142	00169961-a	1
i1143	00170057-a	1
i9300	00170144-a	1
i1144	00170267-a	1
i1145	00170357-a	1
i1146	00170432-a	1
i1147	00170744-a	1
i1148	00170904-a	1
i1149	00170970-a	1
i1150	00171099-a	1
i1151	00171194-a	1
i1153	00171247-a	1
i1157	00171309-a	1
i1158	00171407-a	1
i1170	00171748-a	1
i1161	00171871-a	1
i1164	00172055-a	1
i1165	00172187-a	1
i1167	00172287-a	1
i1168	00172393-a	1
i1158	00172533-a	1
i1172	00172660-a	1
i1173	00172739-a	1
i1174	00172900-a	1
i1176	00173005-a	1
i1185	00173103-a	1
i1187	00173224-a	1
i1189	00173343-a	1
i1190	00173466-a	1
i1191	00173643-a	1
i1192	00173728-a	1
i1193	00173842-a	1
i1194	00173973-a	1
i1195	00174083-a	1
i1196	00174354-a	1
i1198	00174967-a	1
i1197	00175076-a	1
i1198	00175138-a	1
i4669	00175320-a	0.152
i10099	00175320-a	0.284
i10452	00175320-a	0.218
i12337	00175320-a	0.142
i13361	00175320-a	0.204
i1202	00175451-a	1
i9926	00175712-a	1
i1201	00175814-a	1
i1200	00176229-a	1
i1204	00176324-a	1
i1203	00176421-a	1
i1205	00176525-a	1
i1206	00176665-a	1
i1207	00176806-a	1
i1208	00176906-a	1
i1209	00177049-a	1
i1210	00177147-a	1
i1212	00177268-a	1
i1213	00177577-a	1
i1216	00177728-a	0.811
i1217	00177728-a	0.189
i1218	00177893-a	1
i1219	00178014-a	1
i1221	00178191-a	1
i1222	00178308-a	1
i1223	00178421-a	1
i1224	00178519-a	1
i1225	00178615-a	1
i1226	00178758-a	1
i1227	00178859-a	1
i1228	00178978-a	1
i1231	00179100-a	1
i1232	00179219-a	1
i1233	00179394-a	1
i1234	00179529-a	1
i1235	00179711-a	1
i1236	00179842-a	1
i7480	00180004-a	1
i7477	00180293-a	1
i1237	00180406-a	1
i1241	00180807-a	1
i1242	00180898-a	1
i1243	00181019-a	1
i616	00181251-a	0.209
i1238	00181251-a	0.791
i1244	00181548-a	1
i1237	00181643-a	1
i1238	00181829-a	1
i1246	00182068-a	1
i1247	00182151-a	1
i6801	00182423-a	1
i6345	00182613-a	1
i1249	00182758-a	1
i6200	00183023-a	0.204
